database_identifier,chemical_formula,smiles,inchi,metabolite_identification,mass_to_charge,fragmentation,modifications,charge,retention_time,taxid,species,database,database_version,reliability,uri,search_engine,search_engine_score,smallmolecule_abundance_sub,smallmolecule_abundance_stdev_sub,smallmolecule_abundance_std_error_sub,Breast_1,Breast_10,Breast_11,Breast_12,Breast_13,Breast_14,Breast_15,Breast_16,Breast_17,Breast_18,Breast_19,Breast_2,Breast_20,Breast_21,Breast_22,Breast_23,Breast_24,Breast_25,Breast_26,Breast_27,Breast_28,Breast_3,Breast_4,Breast_5,Breast_7,Breast_8,Breast_9,control_1,control_10,control_11,control_12,control_13,control_14,control_15,control_16,control_17,control_18,control_19,control_2,control_20,control_21,control_22,control_23,control_24,control_25,control_26,control_27,control_28,control_29,control_3,control_30,control_4,control_5,control_6,control_7,control_8,control_9,QC01,QC02,QC03,QC04,QC05,QC06,QC07
CHEBI:16265,C4H6O3,[H]C(=O)CCC(O)=O,"InChI=1S/C4H6O3/c5-3-1-2-4(6)7/h3H,1-2H2,(H,6,7)",Succinic acid semialdehyde,101.0244733,,,,220.117,,,,,,,,,,,,6689187.718,11066290.01,6906269.694,5709120.846,8768748.451,9638433.938,4418252.595,11572528.25,4892004.123,4766688.085,6090340.492,11329771.29,3831483.824,3137059.747,8697897.426,22458596.72,14300717.48,5415100.701,23546613.2,12212110.68,7806829.003,9012516.759,4450562.027,9717176.606,3231774.738,54433887.73,4295929.112,7777429.504,4564276.631,3187860.869,3773009.458,8251022.146,3060198.007,10588333.03,3128745.594,5873931.13,8851659.923,4611028.095,5880245.887,3661240.486,3784165.199,2743968.839,23737741.86,5692308.591,5645467.357,7636958.032,2689817.531,7673217.522,6777261.599,4076569.683,14758263.49,5095193.365,10484644.14,4680943.877,3816919.313,9368411.393,31936480.15,10009975.49,9734801.878,9192918.175,9540410.133,9166945.845,10252692.34,9312021.431
CHEBI:68946,C18H32O3,CCCCC\C=C/C=C/C(O)CCCCCCCC(O)=O,"InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14,17,19H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6-,14-11+",Alpha-dimorphecolic acid,295.2279279,,,,94.4138,,,,,,,,,,,,4420610.749,1815313.552,4238908.419,1980537.241,6309339.74,2504440.496,2498763.857,3741052.767,1549916.789,2648548.926,922221.5223,1718161.104,15896127.37,1068125.558,1803541.849,7484564.571,2329604.195,3036663.522,15206032.19,1115815.306,3144717.188,2253121.012,3990403.175,1602021.479,743143.3681,2656596.826,959762.2914,5591345.86,4347396.698,2797084.286,5207169.68,8651842.651,2241691.543,1816738.096,2999645.133,7307113.721,6245948.111,3054747.855,2330344.818,3787521.922,5373198.849,5504202.293,3219099.267,4025373.18,2744194.298,4617163.988,4652664.175,2361059.156,2531687.655,7093066.69,3226183.703,5026065.529,4957881.391,876980.2498,2737234.943,4706403.641,3650360.23,3375673.212,3931171.682,4140200.923,4368739.827,3891701.276,5078721.497,4703127.002
CHEBI:15555,C20H32O5,CCCCC[C@H](O)\C=C\[C@@H]1[C@@H](C\C=C/CCCC(O)=O)[C@@H](O)CC1=O,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-18,21-22H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,18-/m0/s1",Prostaglandin D2,351.2202717,,,,43.9869,,,,,,,,,,,,63922367.77,68114781.04,90939670.68,54470481.84,61266917.01,58512405.14,64917251.17,62091049.92,75338102.36,55751020.21,79640780.88,65847831.66,39883126.74,58305735.68,51600341.61,71750403.69,67282700.28,53382924.58,75509487.37,59988248.07,60952901.66,54856895.59,64987188.24,52715037.61,57926793.58,59734747.33,64984445.68,97106222.1,45601460.04,67379438.38,50550607.24,74633496.52,47414609.18,64827004.43,61662249.13,58967759.3,72201992.09,55856662.14,70145948.7,62325350.32,69928863.99,78348689.85,79071638.85,73349009.17,62363665.86,70100914.2,59610183.34,66586192.03,86057536.29,69245034.69,72003779.7,72022322.69,77453920.94,59725667.03,69185343.09,61840749.98,61084349.06,80205643.53,74563045.45,71318381.81,68817151.27,64891366.77,74122089.61,68443904.83
CHEBI:29019,C9H18O2,CCCCCCCCC(O)=O,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",Terephthalic acid,165.0194516,,,,576.8335,,,,,,,,,,,,3118703.238,3233905.278,3220525.873,2563589.589,2495866.381,4808051.765,2340999.136,3231481.365,2579128.525,2103383.852,1881671.722,2455785.779,2104845.448,1732152.754,2376911.484,13813502.18,2645112.723,3003502.423,4245778.261,2153857.473,3517123.305,1918745.484,2268246.316,4446959.955,4168624.623,3495047.087,2135810.558,2811110.595,2317108.002,2864005.926,2333861.466,3569690.443,3770754.047,3394229.161,2960766.469,12733383.35,2740972.358,2458012.72,2603838.431,2748527.51,2003230.141,3133916.466,3161748.183,2073934.645,2225540.989,2849814.739,6496902.881,4283985.832,3125542.433,2755823.075,4844643.824,2064321.458,2985236.7,2789469.667,5975341.567,2098932.9,2152723.69,12283994.43,3621096.041,1954654.827,2192921.246,4048157.537,2607402.988,4705931.548
CHEBI:55328,C16H32O3,C(CCCCCCCCCCO)CCCCC(O)=O,"InChI=1S/C16H32O3/c17-15-13-11-9-7-5-3-1-2-4-6-8-10-12-14-16(18)19/h17H,1-15H2,(H,18,19)",16-Hydroxy hexadecanoic acid,271.2275253,,,,53.3813,,,,,,,,,,,,43862973.51,23705898.04,63791757.83,18312330.82,27577002.16,51402348.41,60235054.8,40375927.85,34796284.48,25676593.29,30940506.21,44241814.72,12495347.79,19729863.68,19858147.71,36325415.79,35611979.49,19538479.63,50799757.2,17815218.12,26165627.6,25813792.19,37931435.24,23085475.16,27078955.29,31175587.25,34445863.61,60334961.99,21697035.68,28535495.27,20633189.31,41865185.03,23239810.64,32640813.07,28041913.35,37271957.81,35559173.88,22643567.67,30741666.07,36588221.25,32220231.15,33018269.64,147810528.7,34782037.63,32445540.49,40147133.3,26597460.34,30039628.06,62072753.05,35252890.98,45521037.58,37801316.38,65651593.54,37887078.04,30784015.93,43342581.73,35075862.06,37414963.35,37278799.86,35849078.76,35600304.6,34186138.6,35406639.38,33984215.66
CHEBI:33508,C3H6O4,OCC(O)C(O)=O,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)",Glyceric acid,105.0193043,,,,319.553,,,,,,,,,,,,17067213.94,2560745.332,9964753.471,6064781.391,2376156.59,3110100.125,4764613.833,7486827.231,3125757.249,2507403.236,4327505.234,3588711.883,2998106.157,2703577.255,5844179.545,4112219.463,4044576.345,3456516.027,3804403.225,1755937.686,3499791.448,3527824.338,6589161.673,4119551.085,4767701.012,2699164.633,6467602.089,2320905.663,4753342.948,4499416.3,2986576.938,4199179.817,3012872.654,3249925.158,4234159.63,4734498.655,3847579.888,2098033.337,4335323.177,5383968.198,4091821.785,3355137.202,2831038.745,3511012.923,2751271.572,5370247.845,4162918.396,4224505.177,4437409.737,3277293.774,4291429.601,3324403.288,2702280.405,5112741.443,2754629.152,4186606.047,1714005.41,5268619.631,4274481.486,4520452.253,4856035.673,4422488.888,5749326.415,4802523.316
CHEBI:63970,C20H34O4,CCCCC\C=C/C\C=C/CC(O)C(O)C\C=C/CCCC(O)=O,"InChI=1S/C20H34O4/c1-2-3-4-5-6-7-8-9-12-15-18(21)19(22)16-13-10-11-14-17-20(23)24/h6-7,9-10,12-13,18-19,21-22H,2-5,8,11,14-17H2,1H3,(H,23,24)/b7-6-,12-9-,13-10-","8,9-DiHETrE",337.238739,,,,97.04515,,,,,,,,,,,,1084969.736,310642.7151,610977.7278,158096.9924,1145341.835,486607.3045,399016.6805,195455.062,380646.2432,391458.8473,229164.3647,269864.9537,285575.2466,899077.1457,639263.8778,435783.9192,194993.3405,854170.9121,1014200.33,185330.4529,221692.1597,1611725.725,692289.301,354149.8471,220970.7808,696183.7529,210304.3209,7642068.599,5452939.397,769736.03,824959.0476,1334586.565,4875814.318,322653.7838,417671.6965,837371.9519,15071493.03,695186.0628,553721.2642,1018807.741,873906.6065,1560036.239,305741.45,821428.1221,1894125.05,683444.0043,4504754.286,258574.7798,538193.3406,451280.1124,538951.8072,705254.0026,3744535.293,100416.9279,1419334.834,1312701.193,608968.088,1417225.742,1236831.46,1277054.838,1561425.77,1392552.298,1600238.325,1234506.6
CHEBI:42539,C14H28O3,CCCCCCCCCCC[C@@H](O)CC(O)=O,"InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h13,15H,2-12H2,1H3,(H,16,17)/t13-/m1/s1",(R)-3-Hydroxy-tetradecanoic acid,243.1960443,,,,68.1973,,,,,,,,,,,,2262099.853,1021337.612,2867616.95,1327532.568,4373969.949,1880125.23,2564793.684,2010676.512,2961345.196,1913289.773,3002834.556,3554830.99,1234750.389,2122113.702,798070.1661,5280378.54,2999520.47,568290.8431,4979693.904,832192.0362,868961.9005,1463468.89,4467346.188,1197356.766,2415811.869,1224102.852,5868076.64,5517545.317,1551952.259,5833365.533,2155330.223,4716227.767,1082885.224,8619649.317,2432936.165,3904796.123,4003509.715,2816481.482,2623203.349,2411787.486,2144819.171,2913719.193,4213022.409,2830281.055,2672590.628,2920284.613,3478785.318,4088719.047,4544631.765,4175758.012,3017334.074,2588521.074,11288197.79,4287631.215,4486766.278,6081662.991,6873489.441,3061005.203,3001459.158,3228390.07,3782361.641,3065570.33,3103079.309,3235308.753
,,,,beta-Glycyrrhetinic acid,469.3305716,,,,53.2031,,,,,,,,,,,,1069274.399,1113542.971,1777308.882,1427384.582,2027183.65,1749883.257,958021.5015,1533636.812,1243911.822,1339658.479,987100.1361,2021384.159,5201516.95,895870.4258,1463401.416,3515147.151,842977.0024,1752771.402,758886.6263,1485168.733,2641057.918,12053004.79,1826606.875,779945.6767,1579624.116,2104602.621,652714.3257,2101961.543,1220688.044,1606384.88,1466937.179,7278549.469,629069.9679,1697221.68,2506042.926,2828508.501,1218513.538,885552.5384,2213742.006,2659378.197,1692640.036,2324247.391,1661930.893,2144484.198,1251736.286,3375622.207,1896122.474,1743739.674,1181163.436,2858998.738,1413141.541,1400924.121,1849352.404,886011.5285,1228514.912,1779184.867,1580223.641,1897313.657,1557229.245,1815212.121,2349995.199,2356322.248,2007451.003,2591793.676
CHEBI:93749,C12H18O2,CCCCCCC1=C(C=C(C=C1)O)O,"InChI=1S/C12H18O2/c1-2-3-4-5-6-10-7-8-11(13)9-12(10)14/h7-9,13-14H,2-6H2,1H3",Hexylresorcinol,193.1233362,,,,50.5971,,,,,,,,,,,,17753656.77,8534626.147,6748898.828,4595538.968,10768955.48,23654248.51,7193449.39,8251195.394,4381348.548,22305978.49,4707390.788,17798007.55,4046925.701,4402191.982,4977596.656,5396022.462,7535628.369,16983217.76,5554234.45,11580093.85,4399823.308,6638675.968,2242549.189,12521047.17,1836707.896,20472444.77,10116042.03,9945717.105,8853667.194,1654752.295,7646513.628,11481316.75,1500824.136,8171525.5,9078786.228,26581897.47,10241894.81,10143156.01,1546759.772,5701460.426,2744023.276,9509584.96,16343952.95,7494262.176,11665355.86,7619630.897,8912481.816,6936171.996,20929194.55,24190723.78,19111597.7,7225395.47,7130112.75,14781676.54,5139225.744,7693672.977,19494144.57,9912289.223,9374757.56,10353265.37,9881595.204,10697228.48,9445261.092,10006515.32
CHEBI:17061,C5H10N2O3,O=C(O)[C@H](N)CCC(=O)N,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m1/s1",D-Glutamine,145.0617552,,,,388.564,,,,,,,,,,,,38470357.4,23386836.56,45716079.25,60041446.29,46902307.29,43650711.18,71651976.12,57465254.48,39351185.66,31882752.11,50891300.45,42474667.87,47464297.13,35259536.19,34918065.42,50333980,51910079.83,37450257.42,43657787.66,14769688.75,29321058.08,50270428.84,40583631.32,50705261.27,41472596.76,24032618.74,41279369.57,40248890.84,46567520.49,41509349.19,50117234.37,57042563.91,41912044.26,41097383.8,48935912.65,50486766.8,46250385.53,37311877.87,36219573.86,40859149.26,40609514.35,38175654.16,25063631.8,34739647.36,30183295.13,44530186.39,43207727.59,44295503.44,50735992.59,56005749.82,38143440.63,44641640.08,40900528.57,44864289.28,37385519.49,44056007.07,21885119.72,43580487.53,45290068.94,45377431.9,53277297.69,44657726.36,51233190.09,48281358.84
CHEBI:30841,C3H4O4,OCC(=O)C(O)=O,"InChI=1S/C3H4O4/c4-1-2(5)3(6)7/h4H,1H2,(H,6,7)",Hydroxypyruvic acid,103.003805,,,,419.769,,,,,,,,,,,,6883041.031,6158556.487,6401650.579,5331403.238,5974587.887,6207392.171,6862369.744,5605439.963,6097468.609,6129334.196,5795770.959,5933999.186,5562402.488,6246214.446,5519203.389,6154635.281,6398186.518,5814564.843,5620318.351,6464723.002,5720005.848,5346520.336,7458934.317,4572558.196,6149911.22,5243563.718,6655649.82,6768374.519,5995415.839,4633526.365,6292951.91,6372099.332,5270439.272,6583101.43,5581953.668,5535155.525,6070479.254,5648622.765,6415587.641,5324585.975,6021759.705,6015236.084,5483169.356,6359804.506,6243364.757,5373555.109,5525840.265,6151839.128,6727162.441,5972678.363,5909989.293,5634729.78,5797007.523,6033531.454,4922569.271,6810949.165,6366453.521,6812227.027,6692391.196,6110129.731,6254374.805,6591978.382,6310269.998,4585782.037
CHEBI:17217,C4H6O2,[H]C(C)=CC(O)=O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)",But-2-enoic acid,85.02954155,,,,94.4587,,,,,,,,,,,,12581901.32,25947437.17,16839990.32,25212986.21,22355836.8,28941420.93,22555289.29,15853994.58,32368830.43,20962375.12,28293475.71,23107190.9,20557544.11,29753228.67,65054392.76,23506173.55,27988121.82,31782674.49,20739040.96,19463945.03,30742573.96,21320888.18,20670055.07,20060957,20157049.58,31117604.95,17233068.77,19149973.96,19978040.04,39108713.51,16924195.08,21401698.45,13237447.73,19598112.14,14639428.68,18337651.43,28363284.17,19706877.73,7551212.959,12470169.29,25014971.24,24116881.06,17909812.86,16736702.55,18070783.81,23054242.42,30748950.25,22681125.89,26367282.11,23302063.13,32977426.32,18162106.03,20108680.08,20053544.65,21963491.89,31786182.57,16261739.31,21939073.12,24841634.15,18669111.23,17693168.75,27798330.13,25240054.18,23149005.85
,,,,"D-2,3-Dihydroxypropanoic acid",105.0193132,,,,344.766,,,,,,,,,,,,2469291.74,114428.8615,1112102.741,733972.7438,419805.6575,466401.095,750314.2426,1032422.719,522553.3513,449565.7762,584265.2353,612957.9133,539773.1137,500252.672,774689.8447,609239.1059,598146.9375,486126.7305,454088.1001,287813.1151,497759.3704,667304.2105,1089599.447,668206.7823,664522.6789,350228.1493,1153933.868,527019.082,629464.3635,697000.7978,507139.4764,507296.1783,523580.8042,489494.185,598155.2019,653039.8657,179326.8826,646511.9119,80111.68524,591589.4259,530226.3409,98930.2377,545466.4129,559441.5209,88105.15441,802811.594,498048.1744,713325.9305,728738.9692,443306.1301,592629.8591,516739.5316,447193.3566,586004.8577,403679.2942,547157.7236,409860.8773,735471.0663,865302.9141,833892.6403,692607.9573,675836.2411,881596.1651,116683.0505
CHEBI:30763,C7H6O3,OC(=O)c1ccc(O)cc1,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",4-Hydroxybenzoic acid,137.0244293,,,,208.725,,,,,,,,,,,,153251.3197,212586.4193,429137.0814,376788.6346,822245.264,149444.254,320381.9905,76756.4811,522318.4338,632585.879,617680.6729,329459.0172,772214.5478,765688.8841,62931.40413,123215.7179,373922.3487,437254.5951,477269.5369,205675.5314,345460.3242,781179.9782,707475.7907,516327.8682,276462.7801,253668.0643,536448.3374,1018166.539,630085.6375,273807.9626,665429.7339,316207.6927,782782.8507,89201.65817,466099.5761,280358.7848,286633.3013,868613.9894,305726.2197,478543.1471,329479.8378,549002.6794,165124.6972,598396.5654,428437.852,81043.32945,327600.0812,392298.1806,71445.30732,285458.5477,295609.4929,478505.6575,511233.1489,654332.6655,344838.2539,1045012.515,789993.6282,861876.5842,2339852.937,93636.1666,484344.7883,422224.4762,387811.927,170592.9757
CHEBI:17405,C8H9NO4,Cc1ncc(CO)c(C(O)=O)c1O,"InChI=1S/C8H9NO4/c1-4-7(11)6(8(12)13)5(3-10)2-9-4/h2,10-11H,3H2,1H3,(H,12,13)",4-Pyridoxic acid,182.0457102,,,,42.26845,,,,,,,,,,,,777332.926,1069130.13,1321444.161,44972912.5,1147983.495,1134275.331,1440264.605,1618666.563,2117432.934,3432637.007,1309004.143,1399888.454,2421256.928,1759362.276,7647004.066,2321427.758,1758982.112,2418656.829,3672329.964,1500435.831,3625705.154,2629947.298,3880287.246,1604069.942,1902338.592,1177870.114,1359879.178,2256793.414,34980403.31,4181501.952,6092024.675,2870667.767,4485199.359,2740719.876,2742830.645,4088916.784,2518353.365,2110696.473,2942009.051,1970766.831,2584898.16,2665410.18,1499064.387,2954624.797,3570423.089,3608997.871,2223329.149,2478966.254,1374053.48,1752025.233,1555651.335,24050849.47,2962141.814,2116136.701,2873162.74,3249825.774,1579701.365,4523967.256,4288579.093,4623651.002,4674085.406,4502132.546,4368441.366,4197146.528
CHEBI:15968,C4H9N3O2,NC(=N)NCCC(O)=O,"InChI=1S/C4H9N3O2/c5-4(6)7-2-1-3(8)9/h1-2H2,(H,8,9)(H4,5,6,7)",Beta-Guanidinopropionic acid,130.0620965,,,,362.4635,,,,,,,,,,,,782972.5742,895037.1658,896777.4668,2004251.765,1720053.502,1072843.535,964296.3449,1623217.934,2151733.332,852813.6737,1108180.898,986811.8011,1878460.583,1498856.481,2743188.092,2910515.299,1555391.346,1591425.063,1757395.431,516145.1706,1060241.051,1532701.334,1568780.936,1453051.211,1666105.029,1282313.468,801579.79,902246.5517,1332126.147,794850.2681,1372242.497,1583032.714,3987383.94,1733222.598,839631.2865,1560405.369,1102512.974,1761656.328,1019856.459,1198105.016,1516087.506,1189760.676,1680914.268,1876260.43,1296022.597,1130049.114,1429020.845,1893019.632,529484.5039,894344.0018,796184.1291,1548190.485,1042285.236,466138.3414,1519549.105,998845.9783,930529.7888,1331454.691,1283565.591,1294646.091,1257647.588,1281415.058,1569060.221,1377957.813
CHEBI:36575,C8H7NO3,OC(=O)c1ccccc1NC=O,"InChI=1S/C8H7NO3/c10-5-9-7-4-2-1-3-6(7)8(11)12/h1-5H,(H,9,10)(H,11,12)",Formylanthranilic acid,164.0351438,,,,87.499,,,,,,,,,,,,1817747.902,504309.7639,2232570.382,1054357.365,641271.4121,959882.5364,1592963.222,4947426.706,515400.7703,609662.3232,1018732.689,598540.4247,666410.8118,780084.0384,1588337.565,1151200.666,873087.9419,504793.4443,1064859.236,663144.6065,774985.5748,955601.827,981207.7223,848630.9703,1010503.281,603802.0907,118510.6414,1805967.017,9132734.353,1352199.621,2498516.083,1661928.632,2338508.736,10609272.62,3343612.028,5994868.881,14347301.72,3968638.85,10034333.84,3986199.568,6174744.239,4485707.381,1906347.566,2633705.755,5680095.533,4493067.164,3476699.85,2493534.013,5728908.201,4638571.481,2696975.553,1534342.886,1320645.559,1838997.602,2877959.193,4645951.135,1366347.866,4407374.073,2237131.339,2365451.722,2199480.992,1990592.306,2550656.424,2552301.664
CHEBI:18308,C3H4O2,OC(=O)C=C,"InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)",Acrylic acid,71.01383079,,,,151.697,,,,,,,,,,,,2233124.616,3224725.411,3314486.933,10829281.48,3535973.355,2439244.275,10641012.72,8732311.048,4773957.086,4163118.778,3062421.419,3543625.427,3385999.737,4278140.322,4680996.825,7393222.923,4140799.728,3924683.638,3829630.466,2912825.06,4725038.853,3824916.508,4790311.998,4410847.74,3056188.586,4113143.085,6602094.907,4658293.796,5238332.931,5521618.876,5665787.151,3499122.425,3403906.38,6493280.877,20112069.76,2786082.239,4430169.805,3997449.503,5212197.242,6328709.247,2864525.923,5867788.842,3847141.505,4804380.671,8923314.082,5754678.569,5395288.298,3844567.388,4351201.252,4180885.548,5005103.474,4478263.906,4340630.33,8788188.73,5356178.892,4915806.784,3905418.758,4955425.284,4674849.642,4748957.669,4689357.28,4607583.012,4594078.012,4525196.247
CHEBI:17268,C6H12O6,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-",myo-Inositol,179.0563595,,,,405,,,,,,,,,,,,6580646.799,4728345.567,6596802.237,13815366.84,5480886.903,5233202.78,6221591.966,7699942.006,6573643.544,6768995.443,4802270.103,4417178.404,5303294.063,5353219.305,8537256.033,9191178.159,5488100.671,6037162.997,7698883.073,4454284.238,8453761.148,8014198.092,8896273.394,5084654.627,5324182.527,3963640.197,5335993.523,6332825.29,6354859.418,8488440.881,6618128.321,8266169.777,6190038.469,7546897.925,5970976.385,5833886.996,7454868.323,4159613.048,6924230.542,5629136.99,4663678.535,5180228.599,4347467.087,6268338.832,4669962.634,6974563.993,5865540.196,4690946.823,4593386.516,4987944.051,6034269.513,6897611.8,5998334.103,6457654.804,7460319.566,7005255.537,4233719.844,6735821.786,6781898.025,6552351.665,6746714.202,6875466.356,7316588.154,7443830.778
CHEBI:88456,C20H32O4,CCCCCC(/C=C/C=C\C=C\C(C/C=C\CCCC(O)=O)O)O,"InChI=1S/C20H32O4/c1-2-3-8-13-18(21)14-9-4-5-10-15-19(22)16-11-6-7-12-17-20(23)24/h4-6,9-11,14-15,18-19,21-22H,2-3,7-8,12-13,16-17H2,1H3,(H,23,24)/b5-4-,11-6-,14-9+,15-10+","8,15-DiHETE",335.2232863,,,,94.5081,,,,,,,,,,,,1870716.456,508447.553,3079819.81,220577.2514,1075743.721,905685.4987,494225.2542,122947.6426,297548.1934,440442.8599,748289.8425,138403.441,1085995.376,1395027.486,829516.6825,773001.6859,170609.8477,1015134.268,1182968.964,198309.7005,175556.162,880092.5821,572990.3352,897606.933,397258.176,1629344.292,471898.5689,2306485.619,7417562.993,2502437.358,811916.988,2046094.742,1545969.372,457634.1305,730533.5759,3011682.664,2268246.264,1138093.597,387728.937,1880012.467,846590.9516,1433153.89,324187.3445,2413320.682,900915.1704,1239960.362,2085580.965,1836906.571,1455223.244,1955837.971,768879.1376,277731.2614,1990454.265,238934.4612,969893.5925,2860176.929,1125111.161,1122147.535,941292.6905,1113734.488,1074618.611,1168018.191,1304442.776,1051822.199
CHEBI:1148,C4H8O3,CCC(O)C(O)=O,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)",2-Hydroxybutyric acid,103.0399515,,,,208.965,,,,,,,,,,,,127914777.7,111097313.6,108177269.9,207400391.8,74743329.01,107764441.3,115237879.3,148596914.2,83391188.39,47378939.78,88967921.35,83336724.05,48946770.18,54345194.8,118573238.7,248650921.8,97762372.56,43985407.97,124634048,55339358.03,92363208.14,233151895.3,74865553.58,78380320.11,56139871.8,177254227.8,116374008.9,81612364.79,63664141.58,63231728.82,54683387.69,89804927.76,67379521.6,97418619.81,61257701.84,74065651.97,69253625.82,80319702.32,90161839.77,104848168.1,108001874.3,80074931.06,141834463.2,140519779.5,71239128.62,99904018.86,77653246.12,87196591.53,89942714.38,76646539.5,54746685.46,81085464.04,65227441.44,72144914.29,69175635.38,85423101.56,108283241.1,111796299.8,100200898,98281683.74,97363021.23,95410500.25,104781602.5,94223378.62
CHEBI:16704,C9H12N2O6,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O,"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)/t4-,6-,7-,8-/m1/s1",Uridine,243.0640283,,,,148.5725,,,,,,,,,,,,0,57152.34413,105436.6153,0,0,0,0,36755.22901,66188.37052,687429.9206,0,0,268086.4649,118182.444,11838.1615,0,33977.93441,208960.7206,788252.2863,0,415123.1582,0,3077580.655,0,0,0,40034.60748,134109.049,1133555.404,4378063.736,83395.47668,1090113.139,691182.0334,1323701.669,62958.96041,157602.2615,1151086.229,15172.39253,187672.6016,65678.82834,0,0,375845.052,482293.3069,982512.8873,136636.5696,146050.4251,27780.31664,0,141375.3551,0,40138.18164,22339.59954,0,1358811.091,97915.92244,16549.745,239882.0717,426078.4554,404035.4559,399738.0136,352435.6872,405840.8835,390043.854
CHEBI:40992,C5H9NO3,C[C@H](NC(C)=O)C(O)=O,"InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1",N-Acetyl-L-alanine,130.0509444,,,,272.985,,,,,,,,,,,,2553593.709,1593377.668,2277943.004,2577238.466,1457276.553,1886650.321,1958944.46,1910400.589,1563217.033,1828577.41,1907273.311,1602957.993,1435528.679,1475617.818,1727332.881,2430518.531,1788563.707,1647714.332,2144926.973,1330381.2,1238872.132,2360967.825,2241351.145,1381508.049,1437875.93,1274292.589,1694258.527,1530123.243,1754930.73,1909778.253,1870774.082,1795419.006,1879969.73,2006042.825,1867923.86,1505440.055,2090767.477,1460450.298,1515362.408,1670886.008,1393055.581,2076259.315,1143778.959,1830853.974,1609745.903,1876707.137,2644890.26,1316937.146,1966591.387,1493313.221,1765253.05,1706765.929,1679848.367,1918388.261,1831039.101,1586329.804,1306226.382,1781928.38,1846388.086,1979818.423,1974925.324,1877434.068,1863720.855,1815990.037
CHEBI:65327,C5H10O5,,,D-Xylose,149.0454632,,,,308.5,,,,,,,,,,,,940812.84,3109560.602,3504876.204,5337778.453,2755913.818,3633874.04,2346991.469,3181242.802,6136733.543,3656424.446,4055931.553,2828164.687,10356456.32,3831868.713,7763426.597,4171520.677,3888470.793,5404748.594,4123014.731,2592332.246,4367082.824,3535416.911,2485561.618,3502922.151,2666679.173,4055993.194,2719419.075,3276497.553,2746744.917,4664404.319,3079854.928,4046550.015,2406804.193,3043826.111,3180131.668,2867932.357,3112853.045,2709563.482,3610364.217,3050514.861,2879889.247,3552774.128,3158453.566,2749984.792,3020641.404,2956142.383,3279918.691,3220604.986,3449101.99,3799135.291,3817860.167,2892500.704,3193339.581,3317474.061,3454858.291,3287416.272,2969799.004,3425713.56,3410687.23,3461246.394,4046386.226,3579445.781,3956061.97,3672999.252
CHEBI:19660,C18H36O3,CCCCCCCCCCCCCCCCC(O)C(O)=O,"InChI=1S/C18H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(19)18(20)21/h17,19H,2-16H2,1H3,(H,20,21)",2-Hydroxystearic acid,299.2595198,,,,50.47105,,,,,,,,,,,,37471137.34,16633224.13,24103825.47,5659916.963,12070605.17,16415080.12,19800836.15,18457592.7,15743300.75,9086087.559,13626123.12,13075034.06,4330410.528,10616457.83,6117809.618,16275411.37,12151953.12,8164724.533,23837129.26,8725803.789,12065488.03,17784652.78,16623245.87,13270806.93,14391980.69,22250091.55,11391320.47,24063637.59,6790711.659,12570966.84,6696647.681,18942714,9066611.309,14661901.71,8610452.19,14826223.96,13088053.41,12756647.18,11648137.34,13839857.84,13446900.5,12546630.93,42796241.24,13779725.76,14612759.95,19303022.18,12515578.9,12352616.45,18022549.82,12257644.89,26254606.88,15546838.62,25573436.68,11872115.57,13737900.27,15147858.66,17929763.86,18006516.86,16198485.15,15974468.05,14000207.2,16400796.33,15306536.56,15338877.68
